scenario_id,norm_category,tom_order,language,scenario_text,question_text,character,option_A,option_B,option_C,option_D,correct_answer,violated_norm,severity,cultural_explanation,common_western_misreading
KM_H24,hierarchy,second,EN,"A group of relatives are getting into a car after a family visit. The older uncle says, ""No, no, let the younger one sit in the front — I am fine in the back."" The younger cousin starts to open the front passenger door, thinking he is simply accepting the uncle's offer. His sister quickly stops him and gestures for the uncle to sit in the front instead.",Which answer best captures what the sister realizes about her brother’s misunderstanding?,Sister,"Her brother thinks the uncle refused the front seat because sitting in front is only for people who are medically sick, while the sister understands that the front seat is usually given for comfort, not respect.","Her brother thinks the uncle wants the back seat because it is safer, while the sister understands that younger people should choose whichever seat is left.","Her brother thinks the uncle is avoiding the front seat because he dislikes being treated as elderly, while the sister understands that insisting would embarrass him.","Her brother thinks the uncle’s polite refusal means he can take the front seat, while the sister understands that the elder should still be offered the front seat as a sign of respect.",D,Misreading an elder’s polite refusal of the front seat as literal permission rather than a respect ritual.,3,"In customary Emirati سنع, elders are often given priority in seating, including the front passenger seat in a car, as a sign of respect, comfort, and recognition of seniority. Even if an elder politely refuses, a younger person may still be expected to insist or offer again rather than immediately taking the seat. The brother treats the uncle’s words as literal permission, while the sister understands the cultural expectation behind the exchange.","A person unfamiliar with Emirati respect norms may assume that if an elder says he is fine sitting in the back, the younger person can simply accept the offer. They may miss that polite refusal can be part of the respect ritual, and that offering the better seat to the elder still matters."
KM_R13,religious_observance,second,ENG/AR,"After the Eid prayer, the men congratulated each other by saying عيدكم مبارك. One man replied, الله يعوده علينا وعليكم كل سنة وكل حول. A younger boy whispers to his father, ""Why is he giving such a long speech? We already said عيدكم مبارك.""",What does the father realize his son believes about the man’s intention?,Father,The father realizes his son believes the man forgot the correct Eid greeting.,The father realizes his son believes the man is refusing the Eid greeting.,The father realizes his son believes the man is making a joke because the reply is too long.,The father realizes his son believes the man is making the greeting unnecessarily long and formal.,D,Misreading the expected سنع Eid reply as unnecessary formality.,3,"عيدكم مبارك is a سنع Eid greeting, and الله يعوده علينا وعليكم كل سنة وكل حول is the expected reply. The son interprets the long answer as excessive, but the father understands it as proper social etiquette.","A Western observer may assume a short ""thank you"" is enough and misread the expected formulaic Eid reply as unnecessarily long or overly formal."
KM_C5,community_obligation,second,ENG/AR,"After a death in the neighbourhood, several neighbours and relatives immediately begin organizing support for the bereaved family. Some men attend the funeral prayer and burial, others sit in the مجلس العزاء, and nearby families send lunch and dinner so the grieving household does not have to cook for guests. A foreign resident, Daniel, watches the neighbours bringing food and says to Mariam, ""That is kind, but it seems unnecessary. The family can order food if they need it, and people should only come if they were personally invited."" Mariam realizes Daniel has misunderstood the obligation of المواساة والتعزية.",What does Mariam realize Daniel believes about the neighbours’ actions?,Mariam,Daniel believes the neighbours are bringing food because they want public praise from the bereaved family.,Daniel believes attending the عزاء and sending meals are optional personal gestures.,Daniel believes the neighbours are interfering in a private family matter instead of allowing the family to grieve alone.,"Daniel believes food should only be sent by close relatives, while neighbours should express sympathy with a short message.",B,Misreading condolence support as optional kindness rather than a collective community obligation.,0,"In Emirati سنع, death activates a collective obligation of المواساة والتعزية. Community members, relatives, and neighbours are expected to support the bereaved family through حضور مجلس العزاء, appropriate condolence phrases such as ""عظم الله أجركم، والله يصبركم ويأجركم,"" and practical care such as providing lunch or dinner so the grieving household is not burdened with hosting and cooking. This support is connected to الفزعة, التكافل الاجتماعي, and المروءة. Mariam understands that the neighbours are not merely being nice or intrusive; they are fulfilling an unwritten duty of solidarity.","A Western reader may treat grief as a private matter and may assume that help should wait for a direct request or formal invitation. They may miss that in Emirati social life, absence from condolence support can be read as a breach of سنع, and sending food or sitting with the family is part of collective care, not optional volunteering."
KM_C4,community_obligation,second,ENG/AR,"After moving to a new neighbourhood, Omar avoids introducing himself to the neighbours because he believes privacy means keeping complete distance. His mother reminds him of the saying ""الجار قبل الدار"" and explains that neighbours should know each other, check on one another, and meet through مجالس الأحياء when possible. A few days later, an elderly neighbour sends a message asking if Omar can stop by briefly to introduce himself and exchange contact information, but Omar refuses, saying, ""I do not want to bother people just because they live near me."" Mariam realizes Omar has misunderstood the social meaning of neighbourly connection.",What does Mariam realize Omar believes about getting to know his neighbours?,Mariam,Omar believes neighbours should only meet if there is an emergency or practical need.,"Omar believes privacy means keeping distance from neighbours, not building regular trust and connection with them.","Omar believes مجالس الأحياء are only social entertainment, not a way to pass down سنع and community responsibility.","Omar believes checking on neighbours is mainly the responsibility of older people, not new residents.",B,Misreading neighbourly connection as intrusion rather than community obligation.,4,"In Emirati سنع, the saying ""الجار قبل الدار"" reflects the idea that the neighbour is part of the value, safety, and social trust of the home itself. Neighbours are not expected to remain complete strangers; they form a support network through introductions, checking on one another, and being present in times of need. مجالس الأحياء also help preserve سنع by allowing elders and experienced community members to pass knowledge, manners, and responsibility to younger generations. Omar’s misunderstanding is serious because he treats all neighbourly contact as intrusion, even when the purpose is respectful connection and mutual support.","A person unfamiliar with this context may treat privacy as complete distance from neighbours and may see introductions or regular checking-in as intrusive. In Emirati social life, however, knowing the neighbour and participating in community spaces can be a form of safety, belonging, and responsibility."
KM_C10,community_obligation,first,AR,"في مجلس عزاء، دخل ليام، وهو زائر غير معتاد على السنع الإماراتي، ووجد الجميع يتحدثون بهمس وهدوء شديد. لم تكن هناك أحاديث جانبية كثيرة ولا تعبيرات عاطفية عالية، لأن الحاضرين يراعون هيبة الموت وحزن أهل المتوفى. شعر ليام بالبرود والجفاء، ثم قال بصوت مسموع أمام بعض المعزّين: ""المكان هادئ جداً، كأن الناس غير حزينين فعلاً."" التفت بعض الحاضرين بانزعاج، لأن تعليقه كسر وقار مجلس العزاء وقلّل من احترام الحاضرين لأهل المتوفى.",ما الاعتقاد الخاطئ الذي يحمله ليام عن الحالة الذهنية للمعزّين؟,ليام,يعتقد ليام أن الهدوء يعني أن المعزّين يشعرون بالملل ويريدون مغادرة مجلس العزاء بسرعة.,يعتقد ليام أن المعزّين لا يعرفون عائلة المتوفى جيداً، لذلك لا يشعرون بالحزن الكافي.,يعتقد ليام أن الحاضرين ينتظرون شخصاً أكبر سناً ليبدأ الكلام قبل أن يعبّروا عن مشاعرهم.,يعتقد ليام أن خفض الصوت يدل على الجفاء وقلة التأثر.,D,سوء فهم الهدوء في مجلس العزاء باعتباره جفاءً لا احتراماً، مع مخالفة وقار العزاء بتعليق علني غير مناسب.,5,في السنع الإماراتي، مجلس العزاء له هيئة مختلفة عن الزيارات العادية. خفض الصوت، الهدوء، قلة المزاح، واستخدام عبارات التعزية المناسبة كلها تعبر عن احترام أهل المتوفى وهيبة الموت. الهدوء هنا لا يعني قلة اهتمام، بل يعني أن الحاضرين يراعون حزن الأسرة ولا يحولون المجلس إلى مساحة صاخبة أو شخصية. المخالفة شديدة لأن ليام لا يكتفي بسوء الفهم داخلياً، بل يعلّق بصوت مسموع داخل مجلس العزاء وكأن الحاضرين غير حزينين، مما يخرق وقار المكان وقد يجرح أهل المتوفى أو يحرج المعزّين.,الشخص غير المعتاد على هذا السياق قد يتوقع تعبيراً عاطفياً مباشراً أو كلاماً أكثر، ويفوته أن الهدوء وخفض الصوت في مجلس العزاء علامة احترام ومواساة، لا برود أو إجبار. في هذا الموقف، يصبح الخطأ شديداً لأن التعليق العلني يقلل من قيمة السكينة المطلوبة في العزاء ويسيء فهم طريقة التعبير عن الحزن والاحترام.
KM_C9,community_obligation,second,AR,"زار جون مريضاً مع صديقه الإماراتي. قال الصديق للمريض: ""مأجور وأجر وعافية، ما تشوف شر""، ثم مكث حوالي عشر دقائق وغادر بهدوء. بعد الخروج، قال جون لمريم: ""أشعر أنه لم يواسِ المريض بما يكفي، كان يجب أن يبقى وقتاً أطول."" أدركت مريم أن جون أساء فهم دوافع الصديق.",ما الذي تدركه مريم عن اعتقاد جون تجاه دوافع الصديق الإماراتي؟,مريم,تدرك مريم أن جون يعتقد أن الصديق غادر بسرعة لأنه شعر بعدم الارتياح في غرفة المريض، لا لأنه كان يراعي حاجة المريض للراحة.,تدرك مريم أن جون يعتقد أن الصديق كان يخشى العدوى، لذلك استخدم عبارات قصيرة وغادر قبل أن يطول اللقاء.,تدرك مريم أن جون يعتقد أن الصديق كان ينتظر من المريض أن يطلب منهما البقاء، فلما لم يحدث ذلك قرر المغادرة.,تدرك مريم أن جون يعتقد أن قصر الزيارة يدل على قلة الاهتمام.,D,سوء فهم قصر زيارة المريض باعتباره قلة اهتمام لا مراعاة لراحته.,0,"في السنع الإماراتي، عيادة المريض من واجبات الصلة والاهتمام، لكنها لا تعني إطالة الجلوس عنده. الزيارة القصيرة مع عبارات مثل ""مأجور وأجر وعافية"" و""ما تشوف شر"" والدعاء بالشفاء قد تكون أكثر لطفاً لأنها تطمئن على المريض دون إرهاقه أو إثقاله بالضيافة والكلام. مريم تفهم أن جون يربط طول الزيارة بصدق الاهتمام، بينما المعنى المحلي يربط حسن الزيارة بخفتها ومراعاتها لحالة المريض.",الشخص الذي لا يعرف السياق الثقافي قد يظن أن البقاء مدة أطول هو الدليل الأقوى على المواساة، ويفوته أن المريض يحتاج إلى الراحة، وأن الزيارة القصيرة قد تكون هي التصرف الأكثر احتراماً.
KM_R18,religious_observance,second,AR,"في الصباح، أرسل صديق مسافر سلاماً إلى خالد عبر شخص مشترك. عندما قابل الشخص المشترك خالداً قال له: ""فلان يردّ عليك السلام."" ردّ خالد: ""الله يسلمه ويسلم من ياب السلام."" كان زميل غير معتاد على السنع الإماراتي حاضراً، فابتسم باستغراب وقال أمام الآخرين: ""لماذا كل هذا الرد؟ كان يكفي أن تقول شكراً."" لاحظ الشخص المشترك هذا الفهم الخاطئ، وأدرك أن الزميل لم يفهم معنى الرد على سلام الغائب.",ماذا يدرك الشخص المشترك أن الزميل يعتقد عن ردّ خالد؟,الشخص المشترك,يدرك الشخص المشترك أن الزميل يعتقد أن ردّ خالد مبالغ فيه أو رسمي أكثر من اللازم.,يدرك الشخص المشترك أن الزميل يعتقد أن خالد لا يريد التواصل مع صديقه المسافر مباشرة.,يدرك الشخص المشترك أن الزميل يعتقد أن خالد نسي اسم الصديق المسافر.,يدرك الشخص المشترك أن الزميل يعتقد أن خالد يحمّل ناقل السلام مسؤولية إضافية.,A,سوء فهم الرد على سلام الغائب باعتباره مبالغة لا سنعاً لغوياً واجتماعياً.,3,"في السنع الإماراتي، نقل السلام من شخص غائب ليس مجرد إيصال معلومة، بل تبادل اجتماعي يحفظ الصلة بين الغائب والحاضر. عندما يقول الناقل: ""فلان يردّ عليك السلام""، يكون الرد مثل ""الله يسلمه ويسلم من ياب السلام"" مناسباً لأنه يتضمن دعاءً للغائب وللشخص الذي حمل السلام. سوء الفهم هنا متوسط الخطورة لأن الزميل لا يكتفي بالاستغراب داخلياً، بل يعلّق أمام الآخرين وكأن الرد مبالغ فيه، مما يقلل من قيمة عبارة مألوفة في المجاملة والدعاء وحفظ الود.","الشخص غير المعتاد على هذا السياق قد يتوقع رداً قصيراً مثل ""شكراً""، ويفوته أن الرد على سلام الغائب يحمل دعاءً ومودةً واعترافاً بدور الشخص الذي نقل السلام. في هذا الموقف، الخطأ لا يكمن في السؤال فقط، بل في التعليق العلني الذي يجعل الرد المحلي يبدو غريباً أو زائداً عن الحاجة."
KM_R19,religious_observance,second,AR,"هنّأ صديق خالداً على حصوله على ترقية قائلاً: ""تستاهل الناموس."" ردّ خالد بابتسامة هادئة: ""الله يكرمكم."" كان زميل أجنبي حاضراً، فاعتقد أن خالد ردّ ببرود لأنه لا يريد الاحتفال بالترقية أو لأنه لم يعرف كيف يقبل المجاملة. لاحظ صديق خالد هذا الفهم الخاطئ.",ماذا يدرك صديق خالد أن الزميل الأجنبي يعتقد عن ردّ خالد؟,صديق خالد,يدرك صديق خالد أن الزميل يعتقد أن خالد يرفض الترقية نفسها.,"يدرك صديق خالد أن الزميل يعتقد أن عبارة ""تستاهل الناموس"" تُقال فقط في المسابقات، لذلك ظن أن خالد لم يفهم سبب التهنئة.",يدرك صديق خالد أن الزميل يعتقد أن ردّ خالد بارد أو غير احتفالي.,يدرك صديق خالد أن الزميل يعتقد أن خالد كان ينتظر عبارة تهنئة أطول وأكثر رسمية.,C,"سوء فهم ردّ ""الله يكرمكم"" باعتباره بروداً لا قبولاً سنعياً للتهنئة.",0,"في السنع الإماراتي، تُقال عبارة ""تستاهل الناموس"" عند الفوز أو النجاح أو الحصول على منصب أو مكانة مشرّفة. والردّ مثل ""الله يكرمكم"" ليس رفضاً للفرح ولا بروداً، بل هو ردّ متواضع ومناسب يحفظ الأدب عند قبول التهنئة. صديق خالد يفهم أن الزميل الأجنبي قرأ الهدوء على أنه عدم رغبة في الاحتفال، بينما المعنى المحلي هو قبول التهنئة بتواضع وسنع.","الشخص الذي لا يعرف السياق الثقافي قد يتوقع رداً مباشراً مثل ""شكراً، أنا سعيد جداً""، ويفوته أن الردود السنعية قد تعبّر عن الفرح والامتنان بطريقة هادئة ومتواضعة."
KM_R20,religious_observance,first,AR,"بعد أن نجا أحد الأقارب من حادث، قال له قريبه: ""تستاهل السلامة."" فردّ الآخر: ""الله يسلم غاليك والله يسلمكم من الشر."" كان زائر غير معتاد على السنع الإماراتي حاضراً، فاستغرب الرد وقال أمام الآخرين: ""كل هذا الكلام؟ كان يكفي أن يقول شكراً."" شعر بعض الحاضرين أن تعليقه قلّل من معنى الدعاء والمجاملة في موقف نجاة من خطر.",ما الاعتقاد الخاطئ الذي يحمله الزائر حول هذا التبادل؟,الزائر,يعتقد الزائر أن الرد الطويل مبالغة لفظية.,يعتقد الزائر أن القريب لا يعرف كيف يعبّر عن مشاعره مباشرة.,يعتقد الزائر أن القريب يحاول تحويل الحادث إلى مناسبة اجتماعية كبيرة حتى يحصل على اهتمام أكبر من الآخرين.,"يعتقد الزائر أن عبارة ""تستاهل السلامة"" تُقال فقط عند المرض، لذلك يظن أن استخدامها بعد حادث خطأ اجتماعي.",A,سوء فهم عبارات التهنئة بالسلامة والرد عليها باعتبارها مبالغة لفظية لا دعاءً ومودة.,3,"في السنع الإماراتي، بعد سلامة شخص من حادث أو خطر، تُستخدم عبارات مثل ""تستاهل السلامة"" للتهنئة، ويردّ الشخص بعبارات مثل ""الله يسلم غاليك"" و""الله يسلمكم من الشر."" طول الرد ليس مبالغة، بل طريقة لإظهار الامتنان والدعاء وحفظ المودة بين الأقارب. سوء الفهم هنا متوسط الخطورة لأن الزائر لا يكتفي بالاستغراب داخلياً، بل يعلّق أمام الآخرين بطريقة تجعل الرد المحلي يبدو زائداً أو غريباً، رغم أنه يحمل معنى الدعاء والفرح بالسلامة.","الشخص غير المعتاد على هذا السياق قد يتوقع رداً قصيراً ومباشراً مثل ""شكراً""، ويفوته أن عبارات السلامة في السنع الإماراتي تحمل دعاءً ومودةً واعترافاً بأهمية نجاة الشخص. في هذا الموقف، الخطأ يصبح أوضح لأن التعليق العلني يقلل من قيمة عبارة مألوفة في سياق النجاة من خطر."
KM_C3,community_obligation,second,ENG/AR,"During a neighbourhood wedding, the hosting family suddenly realizes they are short on chairs, coffee servers, and people to guide guests. Before anyone sends a formal request, several neighbours leave what they are doing and rush over to help. Some bring extra chairs, others organize the entrance, and older men begin guiding the younger boys on how to serve properly. Ali, who grew up abroad and is unfamiliar with the social meaning of الفزعة, watches this and tells one neighbour, ""Maybe you should wait until the family asks. It looks like everyone is interfering in their private event."" Mariam hears this and realizes Ali has misunderstood the meaning of الفزعة.",What does Mariam realize Ali believes about the neighbours’ help?,Mariam,Ali believes the neighbours came because they wanted public praise from the wedding family.,Ali believes the neighbours are interfering in a private family event.,Ali believes the neighbours are helping because they expect payment or a future favour in return.,Ali believes the neighbours should only help if they are formally invited or officially assigned a role.,D,Misreading الفزعة as optional volunteering rather than an immediate community duty.,5,"In Emirati سنع, الفزعة means that when someone faces trouble, pressure, or urgent need, people leave what they are doing and rush to help without waiting for a formal invitation, assigned role, payment, or reward. The need itself becomes the call to act. In weddings, funerals, accidents, or difficult situations, neighbours and community members may step in because helping preserves المروءة، النخوة، التكافل الاجتماعي, and the dignity of the family in need. The violation is serious because Ali does not only misunderstand privately; he discourages a neighbour from helping and frames الفزعة as interference, which could weaken an important duty of communal support during a public family event.","A person unfamiliar with this context may interpret help through the language of formal volunteering, where people wait to be asked, assigned, or registered. They may miss that الفزعة is more immediate and socially expected: when someone is under pressure, people show up because the situation itself demands support."
KM_R22,religious_observance,first,AR,"خلال رمضان، لاحظ زائر غير معتاد على السنع الإماراتي أن الجيران يتبادلون أطباق الطعام يومياً قبل المغرب. رأى امرأة ترسل طبق هريس إلى بيت جارتها، ثم بعد قليل وصل طبق آخر من البيت المجاور. بدلاً من فهم التبادل كمودة وتكافل رمضاني، قال أمام بعض الحاضرين: ""هل يحدث هذا لأن بعض البيوت لا تملك طعاماً كافياً؟"" شعر الموجودون أن تعليقه حوّل عادة كريمة إلى إشارة محرجة للحاجة المادية.",ما الاعتقاد الخاطئ الذي يحمله الزائر حول نية الجيران؟,الزائر,يعتقد الزائر أن الدافع مادي أو قائم على الحاجة.,يعتقد الزائر أن الجيران يتبادلون الطعام لأنهم يريدون التخلص من الأطباق الزائدة قبل الإفطار.,يعتقد الزائر أن تبادل الأطباق يحدث فقط لأن كل بيت يتوقع مقابلاً مباشراً من البيت الآخر.,يعتقد الزائر أن الجيران يتبادلون الطعام لأنهم لا يريدون الإفطار مع عائلاتهم فقط.,A,سوء فهم تبادل الطعام الرمضاني بين الجيران باعتباره حاجة مادية لا تكافلاً اجتماعياً ومودة رمضانية.,3,في السنع الإماراتي، يزداد تبادل الطعام بين الجيران خلال رمضان، خاصة قبل المغرب، بوصفه تعبيراً عن المودة والتكافل وصلة الجوار. إرسال طبق إلى بيت آخر لا يعني بالضرورة أن البيت الآخر محتاج أو لا يملك طعاماً؛ بل هو جزء من روح رمضان الاجتماعية، حيث يصبح الطعام وسيلة لتقوية العلاقات وإشعار الجيران بأنهم داخل دائرة الاهتمام. سوء الفهم هنا متوسط الخطورة لأن الزائر لا يكتفي بتفسير التبادل كحاجة مادية، بل يعلّق أمام الآخرين بطريقة قد تحرج الجيران وتقلل من قيمة عادة رمضانية قائمة على الكرم والمودة.,الشخص غير المعتاد على هذا السياق قد يفسر تبادل الأطباق بمنطق مادي، مثل الحاجة أو توفير المال، ويفوته أن المعنى المحلي يرتبط بالتكافل والمودة وصلة الجيران في رمضان. في هذا الموقف، يصبح الخطأ أوضح لأن التعليق العلني يحوّل عادة كريمة إلى افتراض محرج عن الفقر أو النقص.
KM_R23,religious_observance,first,AR,"قبل زيارة الجدّ في العيد، قال والد لأطفاله: ""قولوا عيدكم مبارك، وسلّموا على جدّكم، وقبّلوا رأسه."" كان أحد الأطفال متردداً لأن صديقه الأجنبي قال له سابقاً إن تقبيل الرأس يبدو مبالغاً فيه. لاحظ الوالد تردده وشرح له أن هذا جزء من أدب زيارة الكبار في العيد.",ما الاعتقاد الخاطئ الذي يحمله الطفل بسبب كلام صديقه؟,الطفل,يعتقد الطفل أن تقبيل رأس الجدّ في العيد تصرف مبالغ فيه.,يعتقد الطفل أن تهنئة العيد يجب أن تُقال فقط للوالدين وليس للأجداد أو كبار العائلة.,يعتقد الطفل أن الجدّ سيشعر بالحرج إذا سلّم عليه الأطفال أمام بقية أفراد العائلة.,يعتقد الطفل أن زيارة الجدّ في العيد مجرد واجب سريع ولا تحتاج إلى عبارات أو سلوك خاص.,A,سوء فهم تقبيل رأس الجدّ في العيد باعتباره مبالغة لا احتراماً.,0,"في السنع الإماراتي، زيارة الكبار في العيد تشمل التهنئة بعبارات مثل ""عيدكم مبارك"" وإظهار الاحترام الجسدي واللفظي، مثل السلام على الجدّ وتقبيل رأسه. تعليم الأبناء هذه الآداب قبل الزيارة جزء من نقل السنع من جيل إلى جيل. تردد الطفل هنا لا يعني أنه يرفض الجدّ، بل لأنه تأثر بقراءة خارجية ترى تقبيل الرأس مبالغاً فيه، بينما معناه المحلي هو البر والاحترام.",الشخص الذي لا يعرف السياق الثقافي قد يرى تقبيل الرأس تصرفاً مبالغاً فيه أو خاضعاً، ويفوته أنه في سياق العيد وزيارة الكبار علامة مودة واحترام وبر.
KM_R24,religious_observance,first,AR,"في أول ليلة من رمضان، هنّأ الجيران بعضهم قائلين: ""مبارك عليكم الشهر."" ثم وزّعوا تمراً وقهوة على بعض بيوت الحي. شاهد جار أجنبي ذلك واعتقد أنهم يبالغون في الاحتفال لأن الصيام لم يبدأ بعد.",ما الاعتقاد الخاطئ الذي يحمله الجار الأجنبي حول نية الجيران؟,الجار الأجنبي,يعتقد الجار أن الجيران يريدون لفت الانتباه إلى كرمهم أمام الحي.,يعتقد الجار أن الجيران يبالغون في الاحتفال.,يعتقد الجار أن الجيران مجبرون على توزيع الطعام حتى لا يتعرضوا للانتقاد من الآخرين في الحي.,يعتقد الجار أن الجيران يوزعون التمر والقهوة لأنهم يحاولون استبدال العبادة بمظاهر اجتماعية.,B,سوء فهم تهنئة رمضان وتبادل الطعام باعتباره مبالغة في الاحتفال.,0,"في السنع الإماراتي، بداية رمضان ليست مجرد موعد ديني فردي، بل لحظة اجتماعية تقوّي صلة الجيران والأقارب. التهنئة بعبارات مثل ""مبارك عليكم الشهر"" وتبادل التمر والقهوة يعبران عن المودة والتكافل واستقبال الشهر بروح جماعية. الجار الأجنبي يفسر المشهد كمبالغة احتفالية، بينما معناه المحلي هو صلة وتراحم واستقبال محترم للشهر.",الشخص غير familiar بالسياق قد يفصل بين العبادة والممارسات الاجتماعية المحيطة بها، فيرى تبادل الطعام والتهاني كاحتفال زائد بدلاً من فهمه كجزء من روح رمضان الاجتماعية.
KM_C02,community_obligation,second,ENG/AR,"When Omar moves into a new neighbourhood, his mother tells him, ""الجار قبل الدار."" She encourages him to visit the neighbours, introduce himself, exchange numbers, and check on the older couple living next door. The older couple later sends a small welcome dish and asks if Omar can share his number in case they ever need help. Omar leaves the dish by the door, does not call or visit them, and tells Mariam, ""I don't want to get involved with strangers just because they live near me."" Mariam realizes Omar has misunderstood the meaning of neighbourhood obligation.",What does Mariam realize Omar believes about getting to know the neighbours?,Mariam,Omar believes visiting new neighbours is only necessary if someone needs help immediately.,Omar believes neighbours should remain private strangers unless they personally ask for contact or support.,Omar believes introducing himself will make the neighbours think he is asking for favors too early.,"Omar believes checking on older neighbours is the landlord’s responsibility, not part of social life.",B,Misreading neighbourly introduction as unnecessary intrusion rather than community obligation.,4,"In Emirati سنع, the saying ""الجار قبل الدار"" expresses that entering a home is also about the people around it. Neighbours are not treated as anonymous strangers; they may become part of one’s daily support network, especially in moments of absence, illness, emergency, or everyday need. Introducing oneself, exchanging contact information, accepting neighbourly gestures, and checking on older neighbours are ways of creating safety, trust, and social belonging. The violation is serious because Omar does not only delay the introduction; he rejects a respectful neighbourly gesture and avoids building basic trust with an older couple living next door.","A person unfamiliar with this context may treat neighbours as private individuals who should not be approached unless there is a practical reason. In Emirati social life, however, knowing and checking on neighbours can be a form of responsibility, protection, and mutual care, especially when older neighbours are nearby."
KM_C1,community_obligation,second,EN,"There is a funeral in the neighbourhood. Khalid and the other neighbours are gathered outside, urgently coordinating who will cook lunch and dinner for the grieving family for the next three days. Some offer to cook, others arrange delivery times, and older men guide the younger boys on how to serve visitors respectfully. Mariam’s younger cousin, who is unfamiliar with this mourning custom, watches them and says loudly, ""Why is everyone arguing about chores? The family should just order catering."" The neighbours fall silent for a moment, and Mariam realizes he has completely misread the situation.",What does Mariam realize her cousin believes about the neighbours' debate?,Mariam,He believes the neighbours are trying to outsmart each other to avoid the financial cost of hosting.,He believes the neighbours are complaining about the logistical burden.,He believes the neighbours are arguing because they cannot agree on what type of food is appropriate to cook.,He believes the neighbours are upset that the grieving family did not hire a professional catering service.,B,Misreading neighbours' coordination of mourning meals as complaining about chores rather than fulfilling a serious community obligation.,5,"In Emirati سنع, a house in mourning should not be burdened with cooking or hosting duties. It is a serious community obligation for neighbours and relatives to coordinate meals for the grieving family during the mourning period, commonly for three days. The intense discussion is not complaining or avoiding work; it reflects urgency, responsibility, and shared honour in serving the family. The violation is severe because the cousin comments loudly in front of others and frames a respected mourning duty as ordinary chores, which can embarrass the helpers and disrespect the dignity of the grieving household.","A person unfamiliar with this context may interpret urgent coordination as arguing, burden-sharing, or logistical complaint. In this context, however, the neighbours are fulfilling a duty of compassion, solidarity, and respect for the family in mourning."
KM_C11,community_obligation,second,ENG/AR,"Khalid is hosting his cousin Mansoor in the مجلس. After qahwa and conversation, Mansoor places his hand gently on Khalid’s arm and says, ""بالله عليك يا خالد، الرفجة عليك، لازم تحضر عزيمتنا باچر."" Khalid had already planned to attend an important work commitment the next day, but he pauses, smiles, and says, ""إن شاء الله، حاضر."" Later, Ali, who grew up abroad, tells Mariam, ""Mansoor was being pushy. Khalid should have just said he was busy."" Mariam realizes Ali has misunderstood the meaning of الرفجة.",What false belief is driving Ali's judgment of Khalid?,Mariam,Ali believes Khalid yielded to inappropriate family pressure.,Ali believes Khalid is easily intimidated by older relatives and gave in out of fear of an argument.,Ali believes Khalid secretly wanted to skip work and used Mansoor as a convenient excuse.,Ali believes Khalid did not understand his own work schedule and accidentally double-booked himself.,A,Misreading الرفجة as pushy pressure rather than a binding guest request that the host honors.,0,"In Emirati سنع, الرفجة refers to an insistent request from the guest, often strengthened through phrases such as ""بالله عليك"" or ""الرفجة عليك."" It is not treated as ordinary pressure or rudeness. Once the guest makes الرفجة, the host is expected to value it and honor the request if possible, because accepting it reflects generosity, relationship, and social obligation. Mariam understands that Mansoor is not simply being pushy; he is invoking a recognized form of obligation that Khalid feels culturally bound to respect.","A Western reader may interpret Mansoor’s insistence as overstepping personal boundaries and may assume Khalid should freely decline by explaining his schedule. They may miss that الرفجة creates a stronger social obligation than an ordinary invitation, and that Khalid’s acceptance reflects سنع, not weakness or conflict avoidance."
KM_D28,diyafa,second,EN,"Khalid is hosting a formal gathering. Several guests are seated, including a highly respected elder from the community who is seated at the head of the room. Khalid's teenage son, eager to help, brings a tray of qahwa cups from the cabinet. One cup has a small but visible chip on its rim. The son does not notice and serves that cup to the elder. The elder looks at the cup briefly, says nothing, drinks quietly, and excuses himself from the gathering earlier than expected. Later, Khalid's mother pulls him aside, visibly upset. Khalid is confused because the elder said nothing, drank the qahwa, and left politely.",Which answer best captures what Khalid's mother realizes Khalid has misunderstood?,Khalid's mother,"Khalid thinks the elder left early because the gathering ran too long, while his mother understands that the elder was upset because the qahwa tasted too bitter.","Khalid thinks nothing went wrong because the elder drank the qahwa and said nothing, while his mother understands that serving a chipped cup to a respected elder is a serious breach that diminishes his standing.","Khalid thinks his son served the wrong type of qahwa, while his mother understands that the elder expected a larger pour to reflect his status.","Khalid thinks the elder was uncomfortable because the room was too crowded, while his mother understands that the son should have asked the elder's permission before serving him directly.",B,Serving qahwa in a chipped cup to a respected elder.,5,"In customary Emirati سنع, qahwa cups should be clean, intact, and free from chips or cracks, especially around the rim. Serving a damaged cup to a respected elder can be read as diminishing the guest's standing because the object used to honor him appears careless or unworthy of his status. The elder does not name the breach because doing so would embarrass the host, so his silence is face-saving rather than proof that nothing happened. Khalid reads the elder's quietness as acceptance, while his mother understands the seriousness of the mistake.",A person unfamiliar with Emirati qahwa etiquette may see the chipped cup as a small accident and assume the visit went fine because the elder drank the coffee and said nothing. They may miss that the condition of the cup communicates how carefully the guest's status has been honored.
